first_name,second_name,web_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,form,id,in_dreamteam,news,news_added,photo,points_per_game,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Cody,Gakpo,Gakpo,72,100.0,100.0,243298,0,0,-3,3,0,4,2.5,2.0,1,2.0,297,False,,2023-10-01T02:00:08.267715Z,243298.jpg,2.3,2.2,False,,a,11,14,48,224560,4614,653632,8764,0.3,6.7,910,3,2,3,12,0,0,0,0,0,0,3,165,219.8,143.9,312.0,67.0,10,4.55,0.65,5.20,13.72,213,28,171,26,65,26,130,28,,,,,,,0.45,0.0,0.06,0.51,1.36,1.19,28,11,178,28,260,38,129,21,0.99,0.3
Darwin,Núñez Ribeiro,Darwin,75,100.0,75.0,447203,0,0,0,0,2,4,4.8,3.2,0,4.3,293,False,,2024-02-02T12:30:08.924838Z,447203.jpg,4.1,15.8,False,,a,11,14,90,3295306,251338,3137799,107478,0.6,12.0,1323,7,9,6,13,0,0,1,7,0,0,8,266,466.4,301.0,808.0,157.6,14,11.07,2.90,13.97,16.76,47,7,72,6,5,4,17,6,,,,,3.0,,0.75,0.0,0.2,0.95,1.14,0.88,22,8,54,12,49,10,23,5,0.95,0.41
Jordan,Henderson,Henderson,50,0.0,0.0,56979,0,0,0,0,0,3,0.0,0.0,0,0.0,299,False,Permanent transfer to Al-Ettifaq,2023-07-28T08:28:45.116062Z,56979.jpg,0.0,0.0,False,,u,11,14,0,0,0,812,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,778,332,776,333,771,330,780,334,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,171,104,737,306,778,333,726,294,0.0,0.0
Curtis,Jones,Jones,49,100.0,100.0,206915,0,0,-1,1,0,3,2.8,2.3,2,2.3,300,False,,2024-01-22T01:00:10.119047Z,206915.jpg,2.1,0.1,False,,a,11,14,31,22523,3511,22048,1632,0.5,6.3,826,1,1,2,12,0,0,0,1,1,0,2,130,138.6,107.1,143.0,38.5,10,1.85,0.57,2.42,14.14,293,120,216,131,155,95,239,119,,,,,,,0.2,0.0,0.06,0.26,1.54,1.31,243,157,139,58,282,121,366,117,1.09,0.22
Caoimhin,Kelleher,Kelleher,37,,,200720,0,0,-3,3,0,1,0.5,0.0,0,0.0,301,False,,,200720.jpg,3.5,1.6,False,,a,11,14,7,343803,18745,222449,10027,0.0,1.9,180,0,0,1,3,0,0,0,0,0,3,0,41,32.6,0.0,0.0,3.2,2,0.00,0.00,0.00,1.88,425,32,498,13,451,2,463,32,,,,,,,0.0,1.5,0.0,0.0,0.94,1.5,809,92,366,24,92,12,153,21,1.0,0.5
Ibrahima,Konaté,Konaté,49,0.0,100.0,204716,0,0,-1,1,0,2,0.0,1.7,-2,1.7,302,False,Suspended until 17 Feb,2024-02-04T21:00:09.507467Z,204716.jpg,2.4,1.8,False,,s,11,14,41,320378,5065,335108,34021,0.3,8.4,1148,0,0,5,14,0,0,0,3,1,0,0,243,274.2,118.9,73.0,46.6,12,0.45,0.36,0.81,15.46,161,61,195,44,236,63,206,60,,,,,,,0.04,0.0,0.03,0.07,1.21,1.1,242,26,193,55,247,78,142,61,0.94,0.39
Luis,Díaz,Luis Díaz,74,100.0,100.0,244731,0,0,-1,1,1,3,7.2,6.7,5,6.7,303,False,,2023-12-23T22:00:09.137690Z,244731.jpg,3.5,8.2,False,,a,11,14,76,1941308,104356,1843436,25605,0.9,10.3,1393,4,4,5,17,0,0,0,2,0,0,3,202,280.2,345.9,513.0,113.7,17,4.61,1.94,6.55,19.19,155,63,58,48,24,13,43,31,,,,,,,0.3,0.0,0.13,0.43,1.24,1.1,25,14,19,11,103,54,48,18,1.1,0.32
Alexis,Mac Allister,Mac Allister,58,100.0,100.0,243016,0,0,-2,2,0,3,2.8,2.3,2,2.3,304,False,,2024-01-29T06:30:09.385993Z,243016.jpg,2.2,2.7,False,,a,11,14,39,182286,8253,1024156,2544,0.4,6.7,1371,1,1,4,17,0,0,0,5,1,0,3,221,274.2,261.4,43.0,57.8,17,0.41,1.54,1.95,21.08,162,66,84,63,303,162,162,86,,,,,,,0.03,0.0,0.1,0.13,1.38,1.12,79,51,149,67,272,117,115,36,1.12,0.26
Joel,Matip,Matip,48,0.0,0.0,60914,0,0,-2,2,0,2,0.0,0.0,0,0.0,305,False,Knee injury - Expected back 19 May,2023-12-03T23:30:10.074436Z,60914.jpg,2.1,0.3,False,,i,11,14,21,68332,40,80725,440,0.0,4.4,779,0,0,2,9,1,0,0,2,0,0,0,145,192.8,33.3,35.0,26.1,9,0.48,0.11,0.59,11.21,239,88,355,124,324,105,312,110,,,,,,,0.06,0.0,0.01,0.07,1.3,1.04,278,32,704,253,281,94,287,109,1.04,0.23
Joe,Gomez,Gomez,46,100.0,100.0,171287,1,-1,1,-1,1,2,5.8,5.3,0,5.3,298,False,,2023-11-13T01:00:09.440163Z,171287.jpg,2.8,2.1,False,,a,11,14,55,285167,61896,116431,12740,1.2,12.0,1165,0,1,6,9,0,0,0,3,0,0,2,259,214.8,222.7,83.0,52.1,11,0.71,0.53,1.24,16.34,218,78,107,19,221,57,187,51,,,,,,,0.05,0.0,0.04,0.09,1.26,0.7,338,42,33,7,187,53,135,57,0.85,0.46
Tom,Lockyer,Lockyer,42,0.0,0.0,108796,0,0,-3,3,0,2,0.0,0.0,0,0.0,575,False,Illness - Unknown return date,2023-12-28T19:00:10.993513Z,108796.jpg,1.6,0.1,False,,i,12,102,23,31903,27,40349,612,0.0,5.5,1169,1,1,0,23,1,0,0,4,0,0,1,162,286.2,39.2,80.0,40.6,14,0.99,0.29,1.28,27.64,151,55,346,118,225,59,229,68,,,,,,,0.08,0.0,0.02,0.1,2.13,1.77,642,156,503,203,359,125,393,152,1.08,0.0
Ryan,Giles,Giles,42,0.0,0.0,232351,0,0,-3,3,0,2,0.0,0.0,0,0.0,553,False,Joined Hull City on loan until the end of the season,2024-01-31T09:01:37.686625Z,232351.jpg,1.0,0.1,False,,u,12,102,11,9853,0,19379,381,0.0,2.6,498,0,0,0,14,0,0,0,0,0,0,0,81,83.2,108.7,38.0,23.1,5,0.12,0.56,0.68,14.04,350,135,212,52,311,96,330,119,,,,,,,0.02,0.0,0.1,0.12,2.54,2.53,647,160,508,207,431,152,437,169,0.9,0.0
Teden,Mengi,Mengi,39,75.0,100.0,244856,0,0,-1,1,1,2,0.5,-0.3,0,0.7,393,False,Knock - 75% chance of playing,2024-02-09T16:30:08.656679Z,244856.jpg,1.8,1.8,False,,d,12,102,28,314078,5310,156588,9684,0.2,7.2,1310,1,0,1,28,0,0,0,2,0,0,1,178,299.0,24.3,60.0,38.4,14,0.32,0.47,0.79,28.71,137,48,377,131,263,74,240,74,,,,,,,0.02,0.0,0.03,0.05,1.97,1.92,785,246,272,85,324,111,141,60,0.96,0.07
Cauley,Woodrow,Woodrow,43,100.0,100.0,91046,0,0,-2,2,0,4,0.7,-0.3,1,0.7,340,False,,2023-11-10T17:30:09.674003Z,91046.jpg,1.0,0.5,False,,a,12,102,10,130519,1765,155109,2496,0.2,2.3,84,0,0,0,2,0,0,0,0,0,0,0,34,28.4,50.5,34.0,11.2,0,0.64,0.44,1.08,1.63,431,50,320,45,325,51,400,51,,,,,3.0,,0.69,0.0,0.47,1.16,1.75,2.14,594,101,278,39,435,53,227,39,0.0,0.0
Joe,Taylor,Taylor,45,0.0,0.0,242500,0,0,0,0,0,4,0.0,0.0,0,0.0,336,False,Season long loan to Colchester United,2023-08-11T10:53:00.375635Z,242500.jpg,0.0,0.1,False,,u,12,102,0,0,0,25492,96,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,692,74,687,74,668,72,697,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,400,69,617,59,698,77,471,65,0.0,0.0
Jack,Walton,Walton,40,0.0,0.0,207722,0,0,0,0,0,1,0.0,0.0,0,0.0,338,False,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,207722.jpg,0.0,0.0,False,,u,12,102,0,0,0,839,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,569,65,554,48,511,37,574,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,682,45,430,57,577,64,705,82,0.0,0.0
Elliot,Thorpe,Thorpe,45,0.0,0.0,232477,0,0,0,0,0,3,0.0,0.0,0,0.0,337,False,Joined Shrewsbury Town on a season-long loan,2023-07-13T12:00:04.224388Z,232477.jpg,0.0,0.0,False,,u,12,102,0,14,0,616,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,690,268,685,269,666,260,695,271,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,396,232,615,221,696,273,745,308,0.0,0.0
Pelly Ruddock,Mpanzu,Mpanzu,47,,,104047,0,0,-3,3,0,3,0.7,-0.3,1,0.7,582,False,,,104047.jpg,1.4,0.0,False,,a,12,102,26,3958,86,7362,87,0.1,5.5,768,0,0,1,15,0,0,0,0,0,0,0,73,74.4,69.9,60.0,20.4,8,0.53,1.37,1.90,18.99,360,156,280,155,267,141,349,157,,,,,,,0.06,0.0,0.16,0.22,2.23,1.76,312,203,290,134,387,173,565,207,0.94,0.12
Louie,Watson,Watson,44,0.0,0.0,223333,0,0,-1,1,0,3,0.0,0.0,0,0.0,339,False,Season-long loan to Charlton,2023-09-01T21:49:21.681463Z,223333.jpg,0.0,0.1,False,,u,12,102,0,3951,0,29322,131,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,660,249,649,251,618,237,664,252,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,538,306,563,198,669,257,392,125,0.0,0.0
Tahith,Chong,Chong,47,,,222677,0,0,-3,3,0,3,0.7,-0.3,0,0.7,586,False,,,222677.jpg,1.5,0.1,False,,a,12,102,25,12445,201,19237,248,0.1,5.3,769,1,0,0,18,0,0,0,3,0,0,0,64,106.6,78.2,110.0,29.1,6,1.00,0.49,1.49,19.84,321,137,264,150,187,107,296,139,,,,,,,0.12,0.0,0.06,0.18,2.32,2.11,322,212,292,136,377,165,461,153,0.7,0.0
Zack,Nelson,Nelson,45,,,589114,0,0,0,0,0,3,0.0,-1.0,0,0.0,734,False,,,589114.jpg,0.0,0.0,False,,a,12,102,0,1059,98,765,65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,753,313,751,314,741,309,758,316,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,491,292,687,271,755,315,727,295,0.0,0.0
Thomas,Kaminski,Kaminski,45,,,54738,0,0,0,0,0,1,3.7,2.7,0,3.7,614,False,,,54738.jpg,2.5,0.6,False,,a,12,102,54,94702,27059,60034,5576,0.8,12.0,1980,0,0,2,42,0,0,0,3,0,82,2,370,638.8,0.0,0.0,63.8,22,0.00,0.02,0.02,44.38,7,4,669,79,645,70,146,5,,,,,,,0.0,3.73,0.0,0.0,2.02,1.91,352,13,74,7,218,25,223,31,1.0,0.09
Ross,Barkley,Barkley,50,100.0,100.0,88894,1,-1,0,0,1,3,7.0,6.0,13,7.0,630,False,,2023-09-16T23:30:07.302434Z,88894.jpg,3.6,1.5,False,,a,12,102,62,183269,124696,51340,6634,1.4,12.4,1334,3,4,2,30,0,0,0,3,0,0,4,292,405.4,368.7,215.0,98.6,15,2.45,1.80,4.25,29.64,68,26,48,39,106,69,62,47,3.0,,1.0,,,,0.17,0.0,0.12,0.29,2.0,2.02,174,106,14,7,85,47,158,48,1.01,0.13
Jacob,Brown,Brown,49,100.0,100.0,242453,0,0,-1,1,0,4,0.3,-0.7,1,0.3,631,False,,2024-01-29T16:00:10.274126Z,242453.jpg,2.1,0.1,False,,a,12,102,39,33136,322,34136,584,0.1,8.0,1013,2,1,1,26,0,0,0,4,0,0,3,115,162.6,116.4,249.0,52.0,12,2.81,0.44,3.25,27.75,268,32,200,30,82,28,188,33,,,,,,,0.25,0.0,0.04,0.29,2.47,2.31,256,57,354,45,283,40,374,56,1.07,0.09
Tim,Krul,Krul,44,,,20480,0,0,-1,1,0,1,0.0,-1.0,0,0.0,665,False,,,20480.jpg,0.0,0.0,False,,a,12,102,0,3801,201,3817,136,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,648,89,635,74,604,65,652,89,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,498,25,542,81,656,88,532,71,0.0,0.0
Joseph,Johnson,Johnson,40,,,611011,0,0,0,0,0,2,0.0,-1.0,0,0.0,682,False,,,611011.jpg,0.0,0.0,False,,a,12,102,0,4812,131,3740,126,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,631,246,616,245,577,235,636,246,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,755,234,497,197,639,242,531,199,0.0,0.0
Andros,Townsend,Townsend,50,,,60252,0,0,0,0,1,3,1.0,0.0,0,1.0,727,False,,,60252.jpg,3.2,0.1,False,,a,12,102,42,45771,1150,34875,3426,0.2,8.4,702,1,3,3,14,0,0,0,0,0,0,3,143,140.8,165.4,93.0,39.8,9,1.16,1.44,2.60,14.11,291,119,147,95,204,114,233,115,,,2.0,,,,0.15,0.0,0.18,0.33,1.81,1.79,172,105,258,119,135,64,387,123,1.15,0.38
Jayden,Luker,Luker,45,0.0,0.0,608060,0,0,0,0,0,3,0.0,0.0,0,0.0,729,False,On loan to Woking until the end of the season,2024-01-25T09:08:33.131050Z,608060.jpg,0.0,0.0,False,,u,12,102,0,770,0,650,20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,757,317,755,318,745,313,762,320,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,495,296,691,275,759,319,751,312,0.0,0.0
James,Shea,Shea,43,,,77818,0,0,-2,2,0,1,0.0,-1.0,0,0.0,335,False,,,77818.jpg,0.0,0.1,False,,a,12,102,0,3021,128,13164,220,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,636,86,622,71,590,62,640,86,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,590,30,516,78,644,85,397,57,0.0,0.0
Daiki,Hashioka,Hashioka,40,,,209293,0,0,0,0,0,2,1.3,0.3,0,0.0,798,False,,,209293.jpg,0.0,0.0,False,,a,12,102,0,192,103,33,29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,571,206,556,205,513,191,576,206,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,684,183,432,152,579,202,766,256,0.0,0.0
Issa,Kaboré,Kaboré,40,100.0,100.0,476369,0,0,0,0,0,2,0.0,-1.0,0,0.0,602,False,,2023-12-30T22:30:10.464412Z,476369.jpg,1.7,3.0,False,,a,12,102,25,569158,2808,836591,10066,0.0,6.2,1047,0,2,0,23,0,0,0,4,0,0,3,137,180.6,158.7,50.0,38.8,13,0.22,1.20,1.42,23.85,251,96,153,31,282,85,235,72,,,,,,,0.02,0.0,0.1,0.12,2.05,1.98,723,209,468,175,347,120,107,40,1.12,0.0
Glen,Rea,Rea,44,0.0,0.0,165152,0,0,-1,1,0,3,0.0,0.0,0,0.0,334,False,Released from contract,2023-09-03T20:07:55.555731Z,165152.jpg,0.0,0.0,False,,u,12,102,0,883,0,5365,23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,654,248,641,250,610,236,658,251,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,513,303,551,196,662,256,627,238,0.0,0.0
Aidan,Francis-Clarke,Francis-Clarke,40,0.0,0.0,552030,0,0,0,0,0,2,0.0,0.0,0,0.0,648,False,Season long loan to Dagenham and Redbridge,2023-09-11T14:13:13.987409Z,552030.jpg,0.0,0.0,False,,u,12,102,0,713,0,1414,6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,626,243,611,242,572,232,631,243,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,750,231,492,194,634,239,644,232,0.0,0.0
Dion,Pereira,Pereira,44,0.0,0.0,243532,0,0,-1,1,0,3,0.0,0.0,0,0.0,332,False,Season-long loan to Sutton United,2023-09-01T14:46:43.900668Z,243532.jpg,0.0,0.0,False,,u,12,102,0,1744,0,17693,42,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,665,253,654,255,623,241,669,256,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,548,311,570,202,674,261,530,188,0.0,0.0
Albert,Sambi Lokonga,Sambi,49,100.0,100.0,437742,0,0,-1,1,0,3,2.7,1.7,1,2.7,21,False,,2023-09-27T09:00:08.013871Z,437742.jpg,2.6,0.0,False,,a,12,102,23,3025,563,3278,207,0.6,4.7,649,0,2,2,12,0,0,0,2,0,0,1,104,123.4,77.6,28.0,22.8,8,0.25,0.27,0.52,10.14,310,129,265,151,347,176,333,148,,,,,,,0.03,0.0,0.04,0.07,1.41,1.66,262,167,120,53,213,93,595,220,1.11,0.28
Marvelous,Nakamba,Nakamba,44,0.0,0.0,184704,0,0,-1,1,0,3,0.0,0.0,0,0.0,52,False,Knee injury - Unknown return date,2023-12-27T00:00:09.843034Z,184704.jpg,1.6,0.6,False,,i,12,102,21,178384,42,250521,2551,0.0,4.8,1131,0,0,0,24,0,0,0,5,0,0,0,131,146.4,102.8,14.0,26.5,13,0.18,0.49,0.67,26.26,285,116,224,134,401,198,308,142,,,,,,,0.01,0.0,0.04,0.05,2.09,1.91,521,304,556,197,362,156,226,68,1.03,0.0
Elijah,Adebayo,Adebayo,49,,,174310,1,-1,-1,1,1,4,8.3,7.3,6,8.3,314,False,,,174310.jpg,3.4,3.7,False,,a,12,102,75,468650,228959,198871,13856,1.7,15.3,1059,9,0,2,25,0,0,0,1,0,0,6,257,358.4,170.3,420.0,94.9,12,4.60,0.44,5.04,22.18,100,11,142,20,39,17,67,12,,,,,2.0,,0.39,0.0,0.04,0.43,1.88,2.12,235,51,8,3,110,19,89,17,1.02,0.17
Dan,Potts,Potts,39,100.0,100.0,108411,0,0,-1,1,0,2,0.0,-1.0,0,0.0,333,False,,2023-08-06T23:30:05.828555Z,108411.jpg,0.0,0.1,False,,a,12,102,0,10224,620,11828,281,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,528,186,509,185,463,168,532,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,765,239,379,125,535,181,444,174,0.0,0.0
Amari'i,Bell,Bell,39,100.0,100.0,165183,0,0,-1,1,0,2,2.7,1.7,0,2.7,316,False,,2023-12-26T10:00:10.242282Z,165183.jpg,1.8,3.4,False,,a,12,102,30,239083,20130,689390,7959,0.7,7.7,1445,0,0,2,32,0,0,0,0,0,0,1,213,284.0,101.5,42.0,42.7,17,0.38,0.35,0.73,30.42,153,57,225,59,304,93,221,65,,,,,,,0.02,0.0,0.02,0.04,1.89,1.99,773,241,112,30,323,110,98,36,1.06,0.12
Luke,Berry,Berry,46,100.0,100.0,82738,0,0,-4,4,0,3,0.7,-0.3,0,0.7,317,False,,2023-11-04T03:00:08.936884Z,82738.jpg,1.0,0.0,False,,a,12,102,4,1495,82,6522,72,0.2,0.9,38,0,0,0,1,0,0,0,0,0,0,0,9,0.2,0.3,2.0,0.3,0,0.00,0.00,0.00,1.22,519,236,485,237,447,222,508,230,,,,,,,0.0,0.0,0.0,0.0,2.89,2.37,334,220,288,132,469,216,579,213,0.0,0.0
Reece,Burke,Burke,40,100.0,100.0,156658,0,0,0,0,0,2,2.3,1.3,1,2.3,318,False,,2023-10-22T23:30:07.909991Z,156658.jpg,2.0,0.1,False,,a,12,102,20,27567,1513,23892,435,0.6,5.0,696,0,1,1,12,0,0,0,1,0,0,0,108,150.4,74.6,53.0,27.8,8,0.39,0.19,0.58,13.40,280,110,270,81,280,84,303,105,,,,,,,0.05,0.0,0.02,0.07,1.73,1.55,674,174,127,39,292,97,409,159,1.03,0.13
Allan,Campbell,Campbell,49,0.0,0.0,193195,0,0,-1,1,0,3,0.0,0.0,0,0.0,319,False,Season-long loan to Millwall,2023-09-01T15:34:04.323217Z,193195.jpg,0.0,0.0,False,,u,12,102,0,182,0,3896,7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,771,327,769,327,763,323,774,329,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,238,154,723,296,772,328,666,262,0.0,0.0
Jordan,Clark,Clark,48,100.0,100.0,96784,0,0,-2,2,0,3,2.0,1.0,2,2.0,320,False,,2023-12-27T00:00:10.569232Z,96784.jpg,1.2,0.0,False,,a,12,102,10,1154,316,1764,65,0.4,2.1,286,0,0,1,7,0,0,0,2,0,0,0,24,34.8,33.1,44.0,11.2,3,0.33,0.15,0.48,6.52,423,188,356,183,299,158,402,183,,,,,,,0.1,0.0,0.05,0.15,2.05,2.2,282,182,163,73,407,183,688,274,0.94,0.31
Alfie,Doughty,Doughty,46,100.0,100.0,244262,1,-1,1,-1,2,2,4.7,3.7,3,4.7,321,False,,2023-12-02T19:00:09.058622Z,244262.jpg,3.4,6.9,False,,a,12,102,72,821853,246927,121956,10964,1.0,15.7,1573,1,7,2,33,0,0,0,2,0,0,10,335,372.4,599.5,163.0,113.4,18,0.61,2.84,3.45,34.50,87,31,14,4,141,17,44,4,1.0,,,,,,0.03,0.0,0.16,0.19,1.97,1.89,346,47,48,11,108,20,53,16,1.03,0.11
Mads Juel,Andersen,Andersen,39,0.0,0.0,208904,0,0,-1,1,0,2,0.0,0.0,0,0.0,315,False,Calf injury - Unknown return date,2024-01-17T10:30:09.082409Z,208904.jpg,1.9,0.6,False,,i,12,102,15,206593,56,222997,2788,0.0,3.8,397,1,0,0,6,0,0,0,1,0,0,1,75,126.8,1.8,27.0,15.6,4,0.26,0.00,0.26,7.64,307,122,450,166,349,118,370,132,,,,,,,0.06,0.0,0.0,0.06,1.73,1.36,777,243,389,127,309,105,216,86,0.91,0.0
Matt,Macey,Macey,40,0.0,0.0,113534,0,0,0,0,0,1,0.0,0.0,0,0.0,323,False,Released from contract,2023-09-03T20:04:04.658822Z,113534.jpg,0.0,0.2,False,,u,12,102,0,1324,0,44128,208,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,558,62,543,45,500,34,563,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,669,42,418,54,565,61,327,48,0.0,0.0
John,McAtee,McAtee,45,0.0,0.0,422303,0,0,0,0,0,4,0.0,0.0,0,0.0,324,False,Season-long loan to Barnsley,2023-08-28T08:17:07.837499Z,422303.jpg,0.0,0.4,False,,u,12,102,0,7174,0,237854,658,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,697,75,692,75,674,73,702,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,407,71,623,61,702,78,248,43,0.0,0.0
Carlos,Mendes Gomes,Mendes,45,0.0,0.0,453537,0,0,0,0,0,3,0.0,0.0,0,0.0,325,False,Permanent transfer to Bolton Wanderers,2023-07-26T11:29:40.140241Z,453537.jpg,0.0,0.0,False,,u,12,102,0,0,0,1478,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,705,278,700,279,684,270,710,281,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,422,244,633,233,710,282,714,287,0.0,0.0
Carlton,Morris,Morris,50,,,156700,0,0,-5,5,2,4,7.7,6.7,11,7.7,326,False,,,156700.jpg,3.9,2.5,False,,a,12,102,86,1217899,78616,1113091,9921,1.5,17.2,1423,5,6,3,29,0,0,0,1,0,0,11,245,302.4,157.0,475.0,93.3,16,5.94,0.79,6.73,32.00,133,12,157,23,28,13,71,13,,,,,1.0,,0.38,0.0,0.05,0.43,2.02,1.83,184,44,10,4,61,12,123,20,1.01,0.19
Admiral,Muskwe,Muskwe,45,0.0,0.0,174595,0,0,0,0,0,4,0.0,0.0,0,0.0,327,False,Season-long loan to Exeter City,2023-09-01T14:47:17.297340Z,174595.jpg,0.0,0.1,False,,u,12,102,0,1383,0,18888,67,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,684,70,678,70,657,68,689,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,375,65,601,55,690,73,494,71,0.0,0.0
Chiedozie,Ogbene,Ogbene,49,100.0,100.0,229164,0,0,-1,1,0,4,5.0,4.0,5,5.0,328,False,,2023-11-21T13:00:10.159797Z,229164.jpg,2.4,0.2,False,,a,12,102,51,24683,2482,28072,832,1.0,10.4,1278,2,2,2,24,0,0,0,0,0,0,4,240,261.4,269.6,313.0,84.5,13,2.50,2.69,5.19,28.67,177,19,80,7,64,25,92,19,,,,,,,0.18,0.0,0.19,0.37,2.02,1.69,252,55,40,9,248,37,359,55,0.92,0.14
Fred,Onyedinma,Onyedinma,50,0.0,0.0,168035,0,0,0,0,0,3,0.0,0.0,0,0.0,329,False,Season long loan to Rotherham,2023-07-31T07:05:08.472622Z,168035.jpg,0.0,0.0,False,,u,12,102,0,0,0,203,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,783,336,783,338,778,335,785,338,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,187,114,744,311,783,337,791,338,0.0,0.0
